Region,Country,Location,Course,Play,Type,Date,NumberHoles,Architect,Budget,Budget2,Construction,ETA,Year,TypeOfJob,Status,Current,History,DataCurated,Latitude,Longitude,Website,YouTube,Instagram,InstaCaption,Acres,Comments,YouTubeCaption,Twitter,TwitterCaption,ArchitectURL,Owner
N America,USA,Utah,Entrada ,Holiday,,2022,,David Kidd ,$7M,,Troon,,,Rebuild ,Open,,Johnny Miller,2022-04-12,37.154637,-113.639656,https://www.golfentrada.com/golf/view-the-course/1,hBvrecGw9o8,entradasnowcanyon,Snow,,,Shaping,AtEntrada/status/1300850435952181248,Sept 2021,,
N America,USA,Washington,Seattle GC,Once,Member,2022,,Thad Layton,,,,,,Renovate,Open,,Ball,2022-05-15,47.7365668,-122.3678724,https://www.seattlegolfclub.com/,,,,,Arnold Palmer,,,,,
N America,USA,Wisconsin,Abbey Springs,Once,,2022,,Lohmann Quitno,$2.5M,,,,,Renovate,Open,,Nugent,2021-11-23,42.544243,-88.55505,https://www.abbeysprings.org/Golf,kP3a1ogXMYk,,,,,Update Greens,LohmannQuitno/status/1461318420520181765,Hole 16,,
N America,USA,Wisconsin,Brown County,Govt.,Public,2022,,Lohmann Quitno,$0.6M,,,,,Renovate,Open,,Packard,2022-01-30,44.5263781,-88.1495711,https://www.browncountygc.com/,,,,,,,LohmannQuitno/status/1487095120872759312,Muni Golf,,
N America,USA,Wisconsin,Eau Claire,Once,Member,2022,,Kevin Norby,$1.1M,,Duininck,,1928,Renovate,Open,,Tom Vardon,2022-06-14,44.8140588,-91.4629696,https://www.ecgcc.com/golf/renovation/,,,,,Bunkers,,golfnorby/status/1440618143794171914,Reconstruction,,
N America,USA,Wisconsin,Oconomowoc GC,Once,Member,2022,,Richard Mandell,,,,,,Restore,Ongoing,,Donald Ross,2022-12-20,43.115001,-88.463363,https://ocongolfclub.org/,,,,,,,RichardMandell/status/1443212017611988998,First,,
N America,USA,Wisconsin,The Glen Park,Govt.,Public,2022,,Haltom Schneider,,,,,,Renovate,Open,,,2022-08-12,43.058882,-89.438915,https://www.linksmagazine.com/keisers-wisconsin-project-glen-golf-park,,,,,Keiser Jr.,,madisonparkswi/status/1362208665135165441,Madison,,
Africa,Egypt,Cairo,Bar 3,Holiday,Public,2022,,Lobb Edwards,,,,,,Short,Open,,,2022-10-17,26.7342848,34.0006773,https://fescue.github.io/Somabay-Golf-Resort/,5l9PTphGnac,,,,,Tim Lobb,LOBBandPARTNERS/status/1571034406130941954,Soma Bay,,
Africa,Mauritius,Haute Rive,Azuri,Holiday,Public,2022,,IMG,,,,,,Short,Open,,,2022-04-30,-20.10175,57.701072,https://brochures.azuri.mu/hole-by-hole/,,thenine.azurigolf,Azuri,,9 holes,,IMGPrestigeGolf/status/1359443185668390915,Riviere du Rempart,,
Asia,India,Himachal Pradesh,Manali,Holiday,,2022,,Jim Nagle Ron Forse,,,,,,Short,Open,,,2023-03-17,26.938565,81.055861,https://www.facebook.com/367966796687653/posts/2087530591397923,,golf_design_india,,,Himalayas,,,,,
Asia,India,Maharashtra,Eden Greenz,Holiday,Member,2022,9,Vaishnava,,,,,,Short,Open,,,2023-02-01,21.2136996,79.1586573,https://www.facebook.com/edengreenznagpur/,,avgolfdesign,Nagpur,,,,,,,
Europe,Germany,Schoningen,St. Lorenz Elm 11,Holiday,Public,2022,,Turner,,,Jösef Potter,,,Short,Open,,,2022-04-12,52.1398501,10.9555959,https://www.stlorenz-golf.de/,,pueschner_golf_architekten,Pueschner,,,,MarkTur73/status/1472801245794611203,New,,
GB&I,England,Wallsend,Centurion Park,Holiday,Member,2022,,Paul Thomas,$18M,,,,,Short,Open,,,2022-11-11,54.994414,-1.552621,http://www.centurionpark.com/,,,,,12 holes,,,,,
GB&I,Scotland,Ayrshire,Royal Troon Craigend,Once,Member,2022,9,Mackenzie Ebert,,,Jamie O’Reilly,,,Short,Open,,,2022-04-24,55.5369498,-4.6775382,https://www.royaltroon.co.uk/the-courses/,,,,,,,RoyalTroonGC/status/1518175643695042560,9 holes,,
N America,USA,Florida,Amelia Island,Holiday,Public,2022,10,Beau Welling ,,,MacCurrach,,,Short,Open,,,2023-01-01,30.5654764,-81.4522929,https://www.omnihotels.com/hotels/amelia-island/golf/little-sandy-course,31a_hzEnbf0,,,,,Short Course,JaxBizJournal/status/1518198281389715456,Little Sandy,,
N America,USA,Florida,Wellen Park,Holiday,Public,2022,,Andy Staples ,,,RyanGolf,,,Short,Open,,,2022-11-20,27.0408183,-82.3259699,https://wellenpark.com/,vzFNRlw7YNw,,,,Lennar,Aerial,clay_uselton/status/1482023788485222400,Irrigation,,
N America,USA,Kentucky,Jackpot Farm,Holiday,Public,2022,9,Kevin Hargrave,,,,,,Short,Open,,,2022-05-06,38.0285169,-84.6119909,https://twitter.com/jackpotfarm,,,,,,,jackpotfarm/status/1508680518274990084,Synthetic Turf,,
N America,USA,Minnesota,Gravel Pit,Holiday,Public,2022,13,Scott Hoffmann,,,,,,Short,Open,,,2022-05-24,46.4053308,-94.8872896,https://www.gravelpitgolf.com/,rLWNRUjABec,gravelpittogolfcourse,Par 3,,,Brainerd,,,,
N America,USA,Missouri,Tower Tee,Govt.,Public,2022,,Art Schaupeter,,,,,,Short,Open,,,2022-10-25,38.567895,-90.331422,https://www.towertee.com/par-3-course/,eSrJZvjbTes,schaupetergolf,Tower,,Par 3,Hole 1,gcamagazine/status/1452545831639429126,GCA,,
N America,USA,South Carolina,Chalk Mine,Holiday,Public,2022,,Jim McNair,,,,,,Short,Open,,,2022-01-14,33.5309396,-81.7605788,https://www.postandcourier.com/aikenstandard/news/local/chalkmine-to-offer-fun-challenge-for-usc-aiken-first-tee-golfers/article_c5b737ce-b362-11ec-9b71-874d23c1dd65.html,8BfIiHUGDR0,,,,Aiken,,,,,
N America,USA,Tennessee,Overton Park,Govt.,Public,2022,,Tad King Rob Collins,$2M,,Burger,,,Short,Open,,,2022-06-24,35.14619,-89.99071,https://overtonpark.org/2020/11/27/golf-project-faq/,,,,,,,GolfTrades/status/1534258906360270848,Image,,
