Region,Country,Location,Course,Play,Type,Date,NumberHoles,Architect,Budget,Budget2,Construction,ETA,Year,TypeOfJob,Status,Current,History,DataCurated,Latitude,Longitude,Website,YouTube,Instagram,InstaCaption,Acres,Comments,YouTubeCaption,Twitter,TwitterCaption
N America,USA,Michigan,Lakelands,Once,,2023,,Mike Devries,,,,,,Renovate,Open,,,2023-04-14,42.473719,-83.976614,https://www.lakelandsgolf.com,,,,,,,cdpgolf1/status/1360989653000736768,CDP
N America,USA,Michigan,CC of Lansing,Once,Member,2024,,Chris Wilczynski,,,,,1920,Renovate,Masterplan,,Langford,2021-08-06,42.716579,-84.583502,https://www.cclansing.org/,,,,,,,,
N America,USA,Michigan,Maple Lane,Once,Member,2024,,Raymond Hearn,,,,,,Renovate,Drawing boards ,,,2021-12-23,42.537977,-83.009679,https://www.maplelanegolf.com,,,,,,,,
N America,USA,Michigan,Pine Lake CC,Once,Member,2024,,Drew Rogers,,,LaBar,ETA Apr 2024,,Restore,Construction,,Willie Park,2023-07-09,42.5929958,-83.3458974,http://www.jdrewrogers.com/148/a-road-map-for-pine-lake,,drewrogers8499,Automobile Club,,,,TerryPoley/status/1655330668602114049,Thielen Turf Irrigation
N America,USA,Michigan,Point O' Wood+F701s,Once,Member,2025,,Benkusky,,,,,,Renovate,Masterplan,,RTJ,2021-11-13,42.1410217,-86.3579711,https://www.pointowoods.com,,,,,,,,
N America,USA,Michigan,Spring Lake CC,Once,Member,2027,,Drew Rogers,,,,,,Renovate,Masterplan,,,2023-12-07,43.0845375,-86.1785239,https://www.springlakecc.com/Golf,,,,,,,,
N America,USA,Michigan,St. John's Cardinal,Holiday,Public,2023,,Raymond Hearn,,,LaBar,,,Rebuild ,Open,,,2023-10-13,42.3944045,-83.4787088,https://www.theinnatstjohns.com/golf-course-transformations.htm,i2qQ8NvlvtY,,,,,Jim Rozinsky,GolfHearn/status/1687835286292529152,Pulte
N America,USA,Michigan,Western Golf & CC,Once,Member,2025,,Andrew Green,,,,,,Restore,Drawing boards ,,Donald Ross,2023-07-31,42.3935423,-83.3025274,https://www.westerngcc.com/golf,,,,,,,,
N America,USA,Minnesota,Bearpath,Holiday,Public,2023,,Nicklaus,$7.4M,,Duininck,,,Renovate,Open,,,2023-07-08,44.8429828,-93.508087,https://www.bizjournals.com/twincities/news/2022/11/30/bearpath-golf-course-undergoes-7-million-renovati.html,,,,,,,DuininckGolf/status/1530289873952940032,Jim Snell
N America,USA,Minnesota,Cragun's Resort Dutch,Holiday,Public,2024,36,Tom Lehman Chris Brands,$17M,,Duininck,,,Renovate,Ongoing,,RTJ Jr.,2023-10-25,46.390617,-94.387598,https://www.craguns.com/golf/,HOfsMSTVH80,,,,Matt McKinnon,MN,,
N America,USA,Minnesota,Enger GC,Govt.,Public,2026,,TBA,$7M,,,,,Renovate,Drawing boards ,,,2023-03-21,46.7765716,-92.1331943,https://www.duluthnewstribune.com/news/local/high-bid-hinders-renovation-of-duluths-enger-park-golf-course,,,,,Lester Park,,,
N America,USA,Minnesota,Golden Valley,Once,Member,2024,,Kevin Norby,$4M,,Duininck,ETA Apr 2024,,Renovate,Ongoing,,A.W. Tillinghast,2023-11-18,44.987618,-93.368903,https://www.firstcallgolf.com/features/feature/2023-11-19/inside-kevin-norbys-restoration-of-a-w-tillinghasts-golden-valley,HKoBmPfCyb4,,,,Klein Young,Recontour,turfhammer/status/1660993880186052608,007XL Bentgrass
N America,USA,Minnesota,Hazeltine,Once,Member,2026,,Davis Love Scot Sherman,,,,,,Renovate,Drawing boards ,,,2023-08-03,44.8337328,-93.5933997,https://www.startribune.com/davis-love-iii-design-team-renovate-hazeltine-national-golf-club-chaska-minnesota-2029-ryder-cup/600294425/,,,,,2029 Ryder Cup,,,
N America,USA,Minnesota,Hiawatha,Govt.,Public,2029,,Tom Lehman,$43M,,,,,Renovate,Drawing boards ,,,2023-12-03,44.9202846,-93.2442062,https://www.tclf.org/hiawatha-golf-course-national-register-nomination-clears-minnesota-historic-preservation-review,,,,,Approved,,,
N America,USA,Minnesota,Interlachen,Member,Member,2024,,Andrew Green,$10M,,McDonald Sons,,,Renovate,Construction,,Donald Ross,2023-09-15,44.915197,-93.382179,https://www.interlachencc.org/,IBZKKOw4t-8,,,,William Watson,Ross Blueprints,JerryZgoda/status/1674827581244178432,In the Dirt
N America,USA,Minnesota,Pine Ridge,Holiday,Public,2026,,TBA,,,,,,Renovate,Drawing boards ,,,2023-10-12,45.6382977,-94.2556683,https://thenewsleaders.com/golf-course-land-sale-closing-due-for-january/,,,,,Real estate,,,
N America,USA,Minnesota,Town & Country Club,Once,Member,2025,,Jeff Mingay,,,Duininck,ETA Start Aug 2024,,Renovate,Drawing boards ,,Ben Schurmeier Robert Foulis,2023-11-01,44.9495243,-93.2033429,https://www.tcc-club.com/golf,,,,,,,,
N America,USA,Minnesota,Somerset,Once,Member,2026,,TBA,,,,,,Renovate,Drawing boards ,,Seth Raynor,2023-10-12,44.901471,-93.1129309,https://somersetcountryclub.org/,,,,,,,,
N America,USA,Minnesota,Woodhill CC,Once,Member,2027,,Brian Schneider,,,,,,Masterplan,Drawing boards ,,Donald Ross,2022-12-23,44.9752268,-93.5477489,https://www.cmaa-uppermidwestchapter.org/uploads/8/0/5/2/80526582/woodhill_country_club_golf_course_superintendent_position.pdf,,,,,Wayzata,,bschneider126/status/1619769779103084545,1918 Restoration
N America,USA,Missouri,Fox Run,Once,Member,2024,,Art Schaupeter,,,,,,Rebuild ,Construction,,,2023-07-23,38.4429554,-90.6068359,http://foxrungolfclub.com/,Co19oQVPIYM,,,,,Strategic,,
N America,USA,Missouri,Normandie GC,Govt.,Public,2025,,Jack Nicklaus,$20M,,,,1901,Rebuild ,Construction,,,2023-06-10,38.6983072,-90.319432,https://fescue.github.io/Normandie-Golf-Course-Missouri/,,,,,,Tom O'Toole,,
N America,USA,Montana,Iron Horse,Once,Member,2023,,Beau Welling Scott Benson,,,Heritage Links,,,Renovate,Open,,,2023-09-23,48.4491271,-114.346218,https://ironhorsegolfclub.com/june-2-2023-golf-course-update/,,,,,,,heritage_links/status/1704224129237262679,Bunker renovation
N America,USA,Nebraska,Quarry Oaks,Holiday,Public,2024,,John LaFoy,,,Landscapes Unlimited,ETA June 2024,,Renovate,Construction,,John LaFoy,2023-04-11,41.009758,-96.278906,https://www.quarryoaks.com/,o4-BeCgnkaM,,,,Jim Abel,Laser-leveled tees,,
N America,USA,Nebraska,Skyline Woods,Once,Member,2024,,TBA,$10M,,Landscapes Unlimited,ETA Oct 2025,,Rebuild ,Drawing boards ,,,2023-09-19,41.2341447,-96.2570625,https://omaha.com/news/local/business/real-estate/a-new-old-golf-course-in-the-elkhorn-area-plan-would-resurrect-skyline-woods/article_344fc5cc-4e92-11ee-809a-ef931751ed2b.html,UWuDRQHLjwQ,,,,,Owner Dennis Circo,,
N America,USA,Nevada,DragonRidge,Holiday,Public,2023,,David Druzisky,,,Landscapes Unlimited,,,Renovate,Open,,Jay Morrish,2023-12-18,36.0077712,-115.04477,https://dragonridge.com/golf-course-renovation/,,drugolf,drugolf,,USGA Brian Whitlark,,,
N America,USA,Nevada,Shadow Creek,Holiday,Public,2023,,In house,,,Heritage Links,,,Renovate,Open,,Tom Fazio,2023-08-03,36.2584338,-115.109883,https://www.mgmresorts.com/en/things-to-do/shadow-creek-golf-course.html,,,,,Bunkers,,JasonMorganLV/status/1694326462596436015,Greg Niendorf
N America,USA,Nevada,Wildcreek,Holiday,Public,2024,9,Brian Curley,$12M,,,,,Renovate,Drawing boards ,,Phelps,2022-12-07,39.5600081,-119.7718837,http://wildcreekgolf.org/,,,,,Mazz,,harriskalinka/status/1486021049703493636,Par 34
N America,USA,New Hampshire,Owl's Nest Vineyard,Holiday,Public,2025,,Robert McNeil,,,,,,Renovate,Drawing boards ,,Cornish,2023-07-22,43.7399408,-71.6686945,https://www.einnews.com/pr_news/578710766/owl-s-nest-resort-completes-purchase-of-white-mountain-country-club,,owlsnestvineyardcourse,Vineyard,,White Mountain,,,
N America,USA,New Jersey,Arcola CC,Once,Member,2026,,Andy Staples,,,,,,Masterplan,Drawing boards ,,,2023-08-05,40.9296085,-74.0900803,https://arcolacc.org/,,,,,,,,
N America,USA,New Jersey,Baltusrol Upper,Member,,2025,,Gil Hanse ,,,,,,Restore,Drawing boards ,,A.W. Tillinghast RTJ ,2022-03-20,40.704635,-74.332672,https://www.baltusrol.org/,,,,,Top 100,,,
N America,USA,New Jersey,Forest Hill,Once,Member,2023,,Billy Fuller,,,Tom Kite,,,Renovate,Open,,A.W. Tillinghast RTJ ,2023-07-01,40.7991575,-74.1818709,https://www.foresthillfc.com,,,,,,,,
N America,USA,New Jersey,Francis Byrne,Govt.,Public,2023,,Stephen Kay,$8.7M,,Turco Golf,,,Renovate,Open,,Banks,2023-06-15,40.7913724,-74.2726069,https://patch.com/new-jersey/westorange/essex-county-francis-byrne-golf-course-reopens-west-orange,,turcogolf,Turco,,,,ChristopherKrno/status/1583295907361005570,Sod
N America,USA,New Jersey,Mountain Ridge,Once,Member,2026,,Andrew Green,,,,,,Masterplan,Ongoing,,Donald Ross,2022-03-30,40.8607515,-74.2909012,https://mountainridgecc.org/,,,,,,,,
N America,USA,New Jersey,North Jersey CC,Once,Member,2023,,Brian Schneider,,,Labar,,,Renovate,Open,,Walter Travis,2023-02-06,40.9572717,-74.2168569,http://www.northjerseycc.com,,bschneidergolf,12th green,,,,James_Surico/status/1622962762254102529,Greens Mix
N America,USA,New Jersey,Springdale,Once,Member,2024,,Ian Andrew,,,,,1915,Restore,Ongoing,,Flynn,2023-10-27,40.3334329,-74.6617096,https://springdalegc.org/,,,,,Bunkers Irrigation,,,
N America,USA,New Jersey,Tamarack West,Once,Member,2024,,Mark Mungeam,,,Turco,,,Renovate,Construction,,Purdy,2023-07-08,40.423436,-74.450694,https://www.middlesexcountygolf.com/tamarack-golf-course,,,,,RainBird Irrigation,,,
N America,USA,New Jersey,Tavistock CC,Once,Member,2027,,Jaegar Kovich,,,,,1921,Masterplan,Ongoing,,Alex Findlay,2023-08-23,39.8792277,-75.0358332,"https://golfclubatlas.com/forum/index.php/topic,24922.0/nowap.html",,,,,,,,
N America,USA,New Jersey,Trenton CC,Once,Member,2025,,Jim Ryan,,,DWS Construction,,,Restore,Masterplan,,A.W. Tillinghast,2023-04-06,40.2440435,-74.8147105,https://www.trentoncc.com/,,,,,Kirk Spieth,,,
N America,USA,New Mexico,Los Alamos,Govt.,Public,2025,,Todd Schoeder Forrest Richardson,$4M,,,ETA Start Apr 2023,1949,Renovate,Drawing boards ,,,2023-08-27,35.9002917,-106.3064972,https://ladailypost.com/council-greenlights-improvement-projects-for-golf-course,5oibtgsDDQo,,,,,iCon Golf,,
N America,USA,New Mexico,Scott Park,Holiday,Public,2025,,Trey Kemp,,,Colligan,,,Masterplan,Drawing boards ,,,2023-12-24,32.7359093,-108.2712455,https://scottparkgolflinks.com/,,,,,,,,
N America,USA,New York,Binghampton CC,Once,Member,2025,,Stephen Kay,$1.9M,,Ley,,,Masterplan,Ongoing,,A.W. Tillinghast,2021-10-03,42.1191535,-76.0065581,https://www.binghamtoncountryclub.com/wp-content/uploads/Binghamton-Entire-Final-Master-Plan-Jan.-24-2018r.pdf,,,,,6 years,,LeyCompany/status/1441115419310379017,Greens
N America,USA,New York,Brook-Lea CC,Once,Member,2024,,Barry Jordan,,,MAS Golf,ETA October 2024,,Restore,Ongoing,,Donald Ross,2023-07-20,43.1315524,-77.7075904,https://brookleacountryclub.com/,,,,,,,BarryJordanGolf/status/1679086159958253569,Spectacle Bunkers
N America,USA,New York,Cavalry Club,Once,Member,2023,,David Ferris,,,,,1965,Restore,Open,,Lee Wilson,2023-05-26,43.0027817,-76.0027496,https://www.cavalryclub.org/Golf,,sanfordferrisgolfdesign,Tees,,,,Sanford_Golf/status/1620414102412865537,Improvement plan
N America,USA,New York,Cobblestone Creek,Once,Member,2023,,Michael Hurdzan,$1M,,,,,Renovate,Open,,,2023-08-28,38.7422062,-100.3098739,https://spectrumlocalnews.com/nys/rochester/news/2023/08/13/efforts-increase-to-grow-golf-across-new-york-state,ZzvP22Ysivc,,,,Bunkers,Playability,,
N America,USA,New York,Deepdale,Once,Member,2023,,Scot Sherman,,,MacCurrach,,,Renovate,Open,,Dick Wilson,2023-09-24,40.7689857,-73.7016334,https://www.deepdalegolfclub.com/history.html,,,,,,,,
N America,USA,New York,Engineers,Once,Member,2024,,Nicklaus Design,$12M,,ClubCorp,,,Renovate,Drawing boards ,,Herbert Strong,2023-11-01,40.8205834,-73.6439526,https://clubandresortbusiness.com/clubcorp-to-acquire-engineers-cc-as-part-of-renewed-focus-on-long-island/,,,,,RXR Real Estate,,,
N America,USA,New York,Garden City CC,Once,Member,2025,,Andy Staples,,,,,,Restore,Drawing boards ,,Walter Travis,2022-04-21,40.7241154,-73.6668062,https://www.gardencitycountryclub.org/,,,,,,,,
N America,USA,New York,Glen Falls,Once,Member,2023,,Ian Andrew,,,Turco,,,Restore,Open,,Donald Ross,2023-09-30,43.3529847,-73.6750967,https://instagr.am/p/Cxsn6NhMF-q/?igshid=MzRlODBiNWFlZA==,,,,,Restore 16th hole,,,
N America,USA,New York,Glen Oak,Holiday,Public,2026,,Chris Wilczynski ,,,,,,Masterplan,Drawing boards ,,RTJ Sr.,2023-06-26,43.0504074,-78.7168976,http://www.glenoak.com/,,,,,,,,
N America,USA,New York,Hudson National,Once,Member,2024,,Tom Marzolf Rich Phelps Jeff Lawrence,,,LaBar,ETA Mar 2024,,Renovate,Construction,,,2023-09-12,41.2200251,-73.9032604,https://www.hudsonnational.org/,,LeyCompany,Brian Ley,,Bunker Solution,,,
N America,USA,New York,Mahopac Golf Club,Once,Member,2024,,Jeff Stein,,,,,1913,Restore,Ongoing,,Emmet,2021-08-31,41.388646,-73.7323952,https://www.mahopacgolfclub.com/,,,,,,,,
N America,USA,New York,Monster Golf,Holiday,Public,2023,,Rees Jones Bryce Swanson,$40M,,,,1963,Renovate,Open,,Joe Finger,2023-09-05,42.109477,-77.7790337,https://cdcgaming.com/new-york-resorts-world-catskills-to-reopen-monster-golf-club/,k31iNGCnCcM,,,,Resorts World,Top 100,GorseNod/status/1365777357588602886,Joe Finger
N America,USA,New York,Moon Brook,Once,Member,2024,,Raymond Hearn,,,,,,Masterplan,Drawing boards ,,Willie Park,2021-12-23,42.12311,-79.2462507,https://www.moonbrookcc.com,,,,,,,,
N America,USA,New York,North Fork CC,Once,Member,2025,,David Ferris,,,George E. Ley,,,Restore,Ongoing,,Donald Ross,2023-10-28,41.0057527,-72.4931607,https://www.northforkcc.com,,sanfordferrisgolfdesign,sanfordferrisgolfdesign,,,,,
N America,USA,New York,Oak Hill West,Once,Member,2025,,Andrew Green ,,,,,,Restore,Drawing boards ,,,2023-07-20,43.112837,-77.534948,https://www.oakhillcc.com/web/pages/west-course,,,,,,,,
N America,USA,New York,Pine Hills,Holiday,Public,2025,18,Tyler Rae Jim Ryan,,,,,,Renovate,Drawing boards ,,,2023-10-12,40.8375299,-72.8204578,https://www.pinehillsccgolf.com/,,,,,,,,
N America,USA,New York,Spy Ring GC,Holiday,Public,2023,9,Tyler Rae Jim Ryan,,,Brian Ley,,,Rebuild ,Open,,,2023-10-12,40.9498255,-73.0784258,https://golfcoursearchitecture.net/content/nine-hole-course-by-tyler-rae-opens-at-spy-ring-on-long-island,Wiz5UXlkD5c,,,,Jeff Stein,Heather Wood,LI_Golf_Book/status/1526924716740599808,Long Island
N America,USA,North Carolina,Abbey Springs,Holiday,Public,2023,18,Weed Graziani Millsaps,,,MacCurrach ,,,Masterplan,Open,,Donald Ross,2023-06-19,35.4700745,-83.0001528,https://www.twigolfresort.com/golf-courses.htm,,,,,,,,
N America,USA,North Carolina,Asheville Muni,Govt.,Public,2024,,Kris Spence,$3.5M,,,,,Restore,Construction,,Donald Ross,2023-07-14,35.5036899,-82.6284599,https://www.ashevillegc.com/renovations/,,spence_golf_design,spence_golf_design,Ross,Urban Forestry Commission,,,
N America,USA,North Carolina,CC Landfall,Once,Member,2023,,Nicklaus Wagner,,,CR Lutzke,,,Renovate,Open,,,2023-07-04,34.2451774,-77.808673,https://www.countrycluboflandfall.com/,,CarlosRPerez72,CarlosRPerez72,,,,CRLutzkeGolf/status/1621252575596011522,Tee
N America,USA,North Carolina,Charlotte Country Club,Once,Member,2025,,Andrew Green,,,,,,Restore,Drawing boards ,,Donald Ross,2023-11-12,35.2299075,-80.79467,https://charlottecountryclub.org/,,,,,,,Garywilliams1Up/status/1723321127454265591,Gary Williams
N America,USA,North Carolina,Cowans Ford,Once,Member,2023,,Kris Spence,,,,,,Renovate,Open,,,2023-12-13,35.4466331,-80.9656406,https://www.cowansford.com/,,,,,,,,
N America,USA,North Carolina,Cullasaja,Once,Member,2023,,Bill Bergin,,,,,,Renovate,Open,,,2023-04-17,34.2451774,-77.808673,https://www.cullasaja.com/,,begingolf,begingolf,,,,,
N America,USA,North Carolina,Lake Hickory,Once,Member,2024,,Jeff Lawrence,,,,,,Renovate,Drawing boards ,,,2022-03-23,35.7747413,-81.3129092,https://www.lakehickorycc.com/,LE0hieOv310,,,,Sulphur Springs,Construction,,
N America,USA,North Carolina,Old Chatham,Once,Member,2023,,Rees Jones,,,Duininck,,,Renovate,Open,,Rees Jones,2023-03-19,28.5538954,77.0909697,https://www.reesjonesinc.com/old-chatham/,,,,,Greg Muirhead,,DuininckGolf/status/1617999904974176257,Redesign 16th hole
N America,USA,North Carolina,Old North State,Once,Member,2023,,Kris Spence,$3M,,Golf Course Services,,,Renovate,Open,,Tom Fazio,2023-12-15,35.4691026,-80.1073809,https://www.oldnorthstateclub.com,,,,,,,,
N America,USA,North Carolina,Old Town,Once,Member,2023,,Bill Coore,,,Dave Axland Joe Hancock,,,Renovate,Open,,Perry Maxwell,2023-10-02,36.1248101,-80.2741838,https://www.oldtownclub.org/,,,,,Dunlop White,,JoeytheKnows/status/1664422591270989827,TifEagle
N America,USA,North Carolina,Peninsula Club,Once,Member,2024,,Beau Welling Chase Webb,$18M,,Wadsworth,ETA 2024 Oct,,Renovate,Construction,,Rees Jones,2023-10-19,35.4688476,-80.9168204,https://www.thepeninsulaclub.com/golf,,,,,,,,
N America,USA,North Carolina,Pinehurst #8,Holiday,Public,2023,,In house,,,Labar,,,Renovate,Open,,Tom Fazio,2022-09-05,35.2179514,-79.473203,https://www.golfcourseindustry.com/article/pinehurst-course-8-tom-fazio/,,,,,,,,
N America,USA,North Carolina,Quail Hollow,Once,Member,2023,,In house,$3M,,,,,Renovate,Open,,Cobb Fazio,2023-12-13,35.1163988,-80.8450497,https://www.bizjournals.com/charlotte/news/2023/03/31/quail-hollow-club-pga-championship-golf-sports.html,,,,,,,,
N America,USA,North Carolina,Tot Hill Farm,Holiday,Public,2023,,In house,$3M,,George Ley,,,Renovate,Open,,Mike Strantz,2023-08-08,35.6349377,-79.9101501,https://www.fb.me/tothillfarm/,,,,,Prizm Zoysia,,,
N America,USA,North Carolina,Silver Creek,Holiday,Public,2023,,Tom Jackson,,,,,,Renovate,Open,,Tom Jackson,2023-04-20,35.6901402,-81.7956787,https://screekgolf.com/about/,NBtwTDz02cc,,,,,Sprig Greens,,
N America,USA,North Carolina,UNC Finley,Once,Member,2023,,Love Sherman,$13.5M,,MacCurrach,,1999,Renovate,Open,,Tom Fazio,2023-09-25,35.9020183,-79.0219794,https://goheels.com/news/2023/9/29/finley-golf-course-finley-golf-club-renovation-hitting-final-stages.aspx,p4LbOTIgMys,scotsherman,Scot Sherman,,,Mark Love,Love3GolfDesign/status/1506435056289689602,Rerouting
N America,USA,North Carolina,Waynesville Inn,Holiday,Public,2023,,Bobby Weed ,,,,,,Renovate,Open,,Donald Ross,2023-07-01,35.4703913,-82.9995299,https://www.waynesvilleinnandgolf.com,,,,,,,weed_golf/status/1620749120263823361,007XL Bentgrass
N America,USA,North Carolina,Winston Lake,Govt.,Public,2025,,Richard Mandell,$2M,,,,,Masterplan,Drawing boards ,,,2023-12-01,36.119086,-80.2033707,https://www.winstonlakegolf.com/,,,,,,,,
N America,USA,North Carolina,Woodlake,Holiday,Public,2023,,Kris Spence,,,,,,Rebuild ,Open,,Dan Maples,2023-09-25,38.7881406,-88.5303732,http://www.woodlakegolf.com,,spence_golf_design,Sprigged,,,,TriadBizJournal/status/1526472844464599041,Flood damage
N America,USA,North Dakota,Leonard CC,Holiday,Public,2024,,Garrett Gill,,,,ETA 2024 Oct,,Addition,Drawing boards ,,,2023-10-21,46.6539382,-97.2611999,https://leonardcc.com,,,,,3 new holes,,,
N America,USA,Ohio,Brookside CC,Once,Member,2026,,Tyler Rae,,,,,,Masterplan,Drawing boards ,,Donald Ross,2023-10-21,40.8198356,-81.4569663,https://golf.com/travel/ohio-best-private-public-golf-courses/,,,,,,,TylerRaeDesign/status/1714217924137730431,Putting Greens
N America,USA,Ohio,Camargo,Once,Member,2023,,Renaissance,,,,Michael Kuhn Irrigation,,Renovate,Open,,Raynor,2023-06-02,39.1809636,-84.3365605,https://camargoclub.org/,,,,,Leibold Irrigation,,Richard34522892/status/1669355439077855241,007XL Bentgrass
N America,USA,Ohio,Community,Govt.,Public,2024,,Wilczynski Serafin,,,Topp Shape,,,Renovate,Open,,,2022-09-16,39.71035,-84.190895,https://www.daytonohio.gov/DocumentCenter/View/10082/RFP-20-024RYS-Attachment-1-Community-Golf-Course-Plans?bidId=,,,,,,,chriswilczynski/status/1570406699449856002,Hills and Dales
N America,USA,Ohio,Denison University,Govt.,Public,2027,,Gil Hanse,,,,,,Masterplan,Drawing boards ,,Donald Ross,2021-12-03,40.0727198,-82.5100097,https://bethpageblackmetal.com/2020/11/14/hints-for-gil-hanse-from-donald-ross-or-just-us-as-he-makes-a-denison-golf-club-master-plan/,,,,,Granville,,,
N America,USA,Ohio,Hyde Park,Once,Member,2026,,Tyler Rae ,,,,,,Restore,Drawing boards ,,Donald Ross,2023-11-05,39.1450639,-84.4755498,https://www.hydeparkcc.com,,,,,,,,
N America,USA,Ohio,Kenwood CC Kenview,Once,Member,2024,,Jason Straka Dana Fry,,,LaBar,ETA May 2024,1930,Renovate,Construction,,Diddel,2023-12-23,39.183552,-84.388511,https://www.kenwoodcc.com,v0Ws5yyTvy4,,,,,PrecisionAire,,
N America,USA,Ohio,Lakewood,Once,Member,2024,,Keith Foster,,,,,,Restore,Drawing boards ,,A.W. Tillinghast,2023-01-13,41.4490051,-81.9572381,https://www.lakewoodcountryclub.com,,,,,,,GCAJoeA/status/1614062585988399107,Archambault
N America,USA,Ohio,Maketewah,Once,Member,2023,,Brian Silva,$6.5M,,Aspen Golf,,,Restore,Open,,Donald Ross,2023-05-07,39.1809133,-84.4717177,https://clubandresortbusiness.com/maketewah-cc-nears-end-of-6-5m-course-restoration/,FHQbXupb8zI,,,,,Ted White,,
N America,USA,Ohio,NCR CC North,Once,Member,2025,,Ron Forse,,,,,,Restore,Drawing boards ,,Dick Wilson,2023-04-26,39.6800161,-84.19778,https://www.ncrcountryclub.com,,,,,,,,
N America,USA,Ohio,Terrace Park CC,Once,Member,2024,,Andy Staples,,,,ETA Apr 2024,,Renovate,Ongoing,,,2023-10-21,39.1574945,-84.2955879,https://www.staplesgolfdesign.com/newsletter/jack-of-all-trades-master-of-none,,,,,4th hole,,,
N America,USA,Ohio,The Country Club Pepper Pike,Member,Member,2023,,Gil Hanse Josh McFadden Kye Goalby Matt Smallwood,,,NMP,,,Renovate,Open,,William Flynn,2023-07-24,41.4844484,-81.4624665,https://golfclubatlas.com/feature-interview/feature-interview-with-wayne-morrison-restoration-of-the-country-club/,,,,,Wayne Morrison,,,
N America,USA,Ohio,Wedgewood,Once,Member,2023,,Bruce Charlton,,,Frontier Golf,ETA May 2024,,Restore,Construction,,,2023-09-23,40.155405,-83.1020767,https://wedgewoodgolfcc.com/Mobile/Golf_(1),yPWj8tj01FQ,,,,,Cap and Fill,,
N America,USA,Ohio,Westwood CC,Once,Member,2026,,Ron Forse,,,,,1914,Masterplan,Drawing boards ,,C.H. Alison,2023-03-19,41.466199,-81.874297,http://www.westwoodcountryclub.org/aboutus,,,,,,,,
N America,USA,Oklahoma,Karsten Creek,Holiday,Public,2025,,Andrew Green,$31M,,,ETA Apr 2025,,Rebuild ,Construction,,Tom Fazio,2023-09-26,36.1026082,-97.187695,https://fescue.github.io/Karsten-Creek/,,,,,Scorecard,,,
N America,USA,Oklahoma,Kickingbird,Govt.,Public,2023,,Matthew Dusenberry,$4.8M,,Mckenna Burnett,,,Renovate,Open,,Arthur Hills,2023-06-29,35.6659317,-97.4598379,https://fescue.github.io/Kickingbird-Edmond-Oklahoma/,qj4ZT9IBeHc,,,,,Change Order 11,Dusenberry_Golf/status/1457015537800732685,Irrigation
N America,USA,Oregon,Bend GC,Once,Member,2023,,Dan Hixson,$0.6M,,Ridgetop Casey Kalbrener,,,Renovate,Open,,Chandler Egan,2023-11-04,44.0153767,-121.3068995,https://www.bendgolfclub.com/about/history,,,,,,,,
N America,USA,Oregon,Lake Oswego,Govt.,Public,2024,9,Dan Hixson,$3.2M,,Milroy Golf Systems,ETA Aug 2024,,Rebuild ,Construction,,,2023-10-21,45.39901,-122.688743,https://fescue.github.io/Lake-Oswego-Municipal-Golf-Course/,kCqUe-TU7vQ,,,,1600 yards,Grow in,,
N America,USA,Oregon,Resort Eagle Point,Holiday,Public,2025,,Forrest Richardson,,,,,,Renovate,Drawing boards ,,RTJ Jr.,2023-10-05,42.4597511,-122.8069963,https://www.parkslegacyproject.com/portfolio,,,,,,,,
N America,USA,Pennsylvania,Brookside CC,Once,Member,2023,,Jeff Stein,$1.9M,,George E Ley,,,Renovate,Open,,Frank Meehan,2023-07-11,40.5266452,-75.5618438,https://golfcoursearchitecture.net/content/jeff-steins-redesign-of-brookside-on-track-to-complete-in-june,,,,,Daniel Loveridge,,LeyCompany/status/1686438909088059406,TriCureAD
N America,USA,Pennsylvania,Buck Hill Falls,Once,Member,2023,,Rees Jones,,,NMP,,,Restore,Open,,Donald Ross,2023-02-04,41.1919955,-75.2804446,https://buckhillfalls.com,PzHlvU7w-dI,,,,,Ross Restoration,,
N America,USA,Pennsylvania,Butler CC,Once,Member,2023,,Jim Nagle,,,Frontie Golf,,,Renovate,Construction,,,2022-08-20,40.7855596,-79.9455273,https://www.butlercc.org/course,,,,,,,,
N America,USA,Pennsylvania,Cedarbrook CC,Once,Member,2024,,Jaegar Kovich,,,LaBar,ETA May 2024,,Restore,Ongoing,,William Mitchell,2023-10-17,40.164784,-75.250683,https://www.cedarbrookcc.org/,rvlsFApG6Sk,propergolf,propergolf,,,Sod greens,,
N America,USA,Pennsylvania,Cobbs Creek,Govt.,Public,2025,,Gil Hanse,$20M,,,,,Restore,Construction,,Wilson Flynn Crump,2023-12-03,39.9675,-75.267514,http://friendsofcobbscreekgc.com,WsGXAXz4kwQ,,,,,William Flynn,TGRFound/status/1682484438117105670,TGR Foundation
N America,USA,Pennsylvania,Foxburg CC,Once,Member,2024,,Ron Forse,,,,,,Renovate,Ongoing,,,2022-12-24,41.1505142,79.6821574,https://www.foxburgcountryclub.com,,,,,,,FoxburgGolf/status/1521095436639084544,1887 Project
N America,USA,Pennsylvania,`,Once,Member,2024,,Kris Spence,,,Hollembeak Construction,,,Renovate,Construction,,Donald Ross,2023-05-31,42.0553514,-80.212175,https://www.kahkwa.com,,,,,,,,
N America,USA,Pennsylvania,LuLu,Once,Member,2025,,Tyler Rae,,,,,,Masterplan,Drawing boards ,,Donald Ross,2023-01-16,40.1227471,-75.1698418,https://www.lulucc.com,,,,,,,TylerRaeDesign/status/1551560529910681601,1924 aerial
